Text_ID,Original_Text,Place_Name,Place_Type,Spatial_Features_Manmade,Spatial_Features_Natural,Spatial_Features_Visual,Spatial_Features_OtherSensory,Sensory_Visual_Desc,Sensory_Auditory_Desc,Sensory_TactileKinesthetic_Desc,Sensory_OlfactoryGustatory_Desc,Cognitive_Legibility_Orientation,Cognitive_Functionality_Usability,Cognitive_Aesthetics_Quality,Cognitive_Atmosphere_Experience,Cognitive_Meaning_Association,Social_CrowdLevel,Emotion_Valence,Emotion_Discrete,Emotion_Intensity,Emotion_Shift,Social_Company,Behavior_Activities,Behavior_Social_Interaction_Desc,Behavior_Lingering_Mention,Behavior_Approach_Avoidance_Intent,Behavior_Plan_Change,Behavior_Activity_Evaluation,RE_Spatial_Cognitive,RE_Cognitive_Emotion,RE_Emotion_Behavior,RE_Spatial_Emotion,RE_Spatial_Relation,RE_Other,Spatio_Emotional_Cognitive_Behavioral_Summary
entry_24,上元门观江平台西邻尚未搬迁的金陵船厂老厂区，东望幕府山，是滨江风光带下关段的断点。 观江平台起于地铁3号线上元门站3号口，止于江边堤顶路绿道，全长213米，临江面宽90.9米，最高处14.5米。 观江平台结合达摩一苇渡江的传说，设计了3组曲折而上的平台，既像江面上的一叶扁舟，又似栖息于岸边的凤凰。 观江平台共设置6个上下出入口，配置1部垂直电梯，游客在平台尽头可利用台阶进入滨江绿道。在平台入口开放式台阶前，将打造面向城市界面的市民舞台，地面与桥面设计多变灯光秀，烘托出一处滨江新景观。 2024年底上元门观江平台建成后，下关滨江风光带将实现从三汊河至上元门长达7.3公里的基本闭合，并向东与五马渡无缝衔接。,上元门观江平台; 金陵船厂; 幕府山; 滨江风光带下关段; 上元门站; 滨江绿道; 三汊河; 五马渡,地标/空间节点; 滨水区域; 公园/绿地; 交通枢纽,观江平台; 金陵船厂老厂区; 滨江风光带; 地铁站; 堤顶路绿道; 平台; 出入口; 垂直电梯; 台阶; 市民舞台; 桥面; 灯光秀; 滨江新景观,幕府山; 江面,扁舟 (形态); 凤凰 (形态); 灯光秀; 滨江新景观,,曲折而上; 像扁舟; 似凤凰; 多变灯光秀,,,,西邻...东望...; 起于...止于...; 全长213米; 临江面宽90.9米; 最高处14.5米,6个出入口; 配置电梯; 可利用台阶进入绿道; 将打造市民舞台; 实现闭合; 无缝衔接,像扁舟; 似凤凰; 多变灯光秀; 滨江新景观,,结合达摩一苇渡江的传说,,Positive,兴趣/好奇,弱/低,否,,,,,,否,,[平台设计] -> [像扁舟/似凤凰/结合传说]; [灯光秀] -> [滨江新景观],[新景观/传说结合] -> [兴趣/好奇],,,[观江平台] [西邻] [金陵船厂]; [观江平台] [东望] [幕府山]; [观江平台] [起于] [上元门站3号口]; [观江平台] [止于] [江边堤顶路绿道]; [建成后下关滨江风光带] [连接] [三汊河] [和] [上元门]; [建成后下关滨江风光带] [连接] [五马渡],[观江平台建成] -> [下关滨江风光带基本闭合],介绍了即将建成的上元门观江平台(地点)，其地理位置、尺寸和设计理念(空间特征/认知意义)，设有多个出入口和电梯(认知功能)，未来将有市民舞台和灯光秀(人造特征/认知美学)，建成后将连接下关滨江风光带的东西段(认知功能)。
entry_25,铁轨在，火车是否还会停站 码头在，船舶是否还会靠岸 中山码头和火车主题公园 目前的状态是对外开放的 这里有不少民国时期的旧址 拍火车、码头、长江都是不错的 （一次很快乐的约拍） ⏳建议用时：2.5～3.5h 📍附近可逛：阅江楼、大观天地 摄影薯,中山码头; 下关火车主题公园; 长江; 阅江楼; 大观天地,交通枢纽; 公园/绿地; 历史遗迹; 滨水区域; 商业设施,铁轨; 火车; 码头; 船舶; 中山码头; 火车主题公园; 民国时期旧址; 阅江楼; 大观天地,长江,火车; 码头; 长江,,,,,,附近可逛：阅江楼、大观天地,对外开放,不错的 (拍照效果),,民国时期旧址,,Positive,愉悦/开心; 怀旧/温馨,中/一般,否,,约拍(集体); 拍照(集体); 逛(个人),,建议用时：2.5～3.5h,,否,很快乐的约拍; 不错的 (拍照),[火车/码头/长江] -> [拍照不错],[快乐的约拍] -> [愉悦/开心]; [民国旧址] -> [怀旧/温馨],[愉悦/开心] -> [拍照],,[阅江楼/大观天地] [位于] [中山码头/火车主题公园附近],,在中山码头和火车主题公园(地点)，这些地方有民国旧址(认知意义)并对外开放(认知功能)，拍火车、码头、长江效果不错(空间特征/认知美学)，进行了一次快乐的约拍(行为/情感)，建议游玩2.5-3.5小时(行为)。
entry_26,南京民国建筑探秘：这是一栋期待拨开重重迷雾的民国小红楼，它就是位于南京中山北路576号的民国原首都电厂办公楼旧址。关于它的身世众说纷纭，不少于五种，甚至有人说它曾经是汪贼精卫的别墅，但相关史料语焉不详。 和中山码头遥相呼应的小红楼，以其红砖外墙和中西合璧的风格引人注目。为了适应道路的转角，它采用了C字型的独特设计，整个建筑平面呈W型，以西南到东北向为轴线互为对称。西南面迎街的一楼设有门厅，为希腊多立克柱式门厅，中间的主楼局部三层，楼顶迎街一面是四角亭。 关于小红楼的身世，确实迷雾重重。根据《南京民国建筑地图》，这座楼房的由来有五种说法： 一是，该建筑建于1928年，作为孙中山先生奉安大典的临时指挥部。 二是，该建筑建于1935年并投入使用，作为津浦铁路首都车站，设有北上旅客购票处和轮渡候船室。 三是，作为中山码头的配套售票处和行李房。 四是，1937年侵华日军侵占南京后，日伪当局将该建筑占用，据称汪贼精卫曾经在此办公和居住。五是，根据小红楼悬挂的官方标牌所示，该建筑建于1946年，作为首都电厂的办公楼，1949年后成为下关电厂的办公场所。 如果按照官方标牌所示该建筑建于1946年，那么前面四种说法就不成立了，但是根据南京地方志学者周安庆对相关史料、文献的考证，小红楼的确曾经做过首都车站的售票处、行李房和轮渡候船室。这些看似纠缠不清的史海迷雾只有等待有关部门、单位和学者做出正本清源、恢复事物原貌的研判与解读。 现在，小红楼是鼓楼区的文物保护单位、南京重要的近现代建筑和江苏省不可移动文物，并且已经成为公共艺术空间对外开放，市民们不妨前去打卡观光，享受一下闲暇愉悦时光。,民国首都电厂旧址公园; 中山码头,历史遗迹; 公园/绿地; 交通枢纽,民国小红楼; 办公楼旧址; 别墅; 红砖外墙; 门厅 (希腊多立克柱式); 主楼; 四角亭; 官方标牌; 首都车站售票处; 行李房; 轮渡候船室; 文物保护单位; 近现代建筑; 不可移动文物; 公共艺术空间,,小红楼; 红砖外墙; 中西合璧风格; C字型设计; W型平面; 希腊多立克柱式门厅; 四角亭,,中西合璧,,闲暇愉悦时光,,以西南到东北向为轴线互为对称; 西南面迎街,成为公共艺术空间对外开放,引人注目; 中西合璧风格; 独特设计,闲暇愉悦时光,期待拨开重重迷雾; 民国; 身世众说纷纭; 汪精卫别墅?; 孙中山奉安大典临时指挥部?; 津浦铁路首都车站?; 中山码头配套?; 首都电厂办公楼; 下关电厂办公场所; 文物保护单位; 重要近现代建筑; 不可移动文物; 史海迷雾,,Positive,兴趣/好奇; 愉悦/开心; 放松/平静,中/一般,否,市民们,探秘(个人); 打卡(集体); 观光(集体),,,不妨前去打卡观光,否,享受一下闲暇愉悦时光,[小红楼] -> [引人注目/中西合璧/独特设计]; [小红楼身世] -> [迷雾重重/众说纷纭],[迷雾重重/身世众说纷纭] -> [兴趣/好奇]; [闲暇愉悦] -> [放松/平静],[兴趣/好奇] -> [探秘/打卡/观光],,[小红楼] [位于] [中山北路576号]; [小红楼] [遥相呼应] [中山码头],,探索了位于中山北路的民国首都电厂旧址“小红楼”(地点)，其红砖外墙和中西合璧风格引人注目(空间特征/认知美学)，但身世迷雾重重，有多种说法(认知意义)，现作为公共艺术空间开放(认知功能)，推荐市民前去打卡观光，享受闲暇时光(行为/情感)。
entry_27,夜游中山码头🚢 可以算是浅浅踩雷了😡 因为我的墨迹没赶上船，在江边逛了逛、超级热超级热，怎么这个时节，南京还能这么热的本来想在江边看夕阳的没赶上一点，江边黑乎乎的，轮渡停了，也没啥可看的唯一宽慰一点的，邂逅了江边小卖部☁，还挺出片的～ ⚠中山码头轮渡夕阳出行小tips： 💳可以刷南京公交码，2r ⏰轮渡时间6:00～19:00，平时和周末班次不太一样，基本上半个小时一趟！单程十几分钟～ ✨Ps：轮渡一层很多机动车，可以去二楼占个好位置拍照📷，去三层甲板需要再交10元，而且限制人数🚫 1最好下午四点多来，赶17:00的轮渡，可以看绝美夕阳 2去到对面浦口码头简单citywalk一会会， 一定要赶19:00的最后一班轮渡回来⛴ 3回到中山码头正好去江边小卖部拍拍照，沿江边一路走到长江大桥，或者打车到南堡公园，在玻璃栈道吹吹晚风🌬 （以上是我整理好的对我有用的下次出行笔记，下次实践也可供大家参考） 继续我的念念叨叨：去的太晚了就没啥好看的了江边小卖部的夜景还不错、以及一些夜间江边小剧场🌃应该去南堡公园的，去看看玻璃栈道和长江大桥，秋天🍂再来一次吧～,中山码头; 江边; 浦口码头; 长江大桥; 南堡公园; 玻璃栈道,交通枢纽; 滨水区域; 公园/绿地; 地标/空间节点,中山码头; 船; 轮渡; 南京公交码; 甲板; 浦口码头; 江边小卖部; 长江大桥; 南堡公园; 玻璃栈道,江边; 夕阳; 晚风; 夜景,夕阳; 黑乎乎; 江边小卖部; 夜景,超级热; 晚风,黑乎乎; 挺出片; 绝美; 不错 (夜景),,超级热; 吹吹晚风,,沿江边一路走到长江大桥,可刷公交码; 票价便宜 (2r); 班次固定 (半小时); 时间限制 (19:00截止); 甲板需额外付费/限人数,挺出片; 绝美 (夕阳); 不错 (夜景),踩雷; 没啥可看的; 宽慰,,,Negative,挫败/烦恼; 失望; 愉悦/开心 (小卖部拍照),中/一般,是 (失望->宽慰/愉悦),独自,夜游(个人); 逛(个人); 拍照(个人); citywalk(个人); 吹晚风(个人),,单程十几分钟,建议下午四点多来; 建议赶17:00轮渡; 建议赶19:00末班船; 建议去小卖部拍照; 建议去南堡公园; 秋天再来一次吧,是 (没赶上船，没看到夕阳),挺出片 (拍照),[江边小卖部] -> [挺出片/还不错],[踩雷/没赶上/没啥可看] -> [失望/烦恼]; [挺出片] -> [愉悦/开心],[失望] -> [秋天再来一次吧]; [愉悦] -> [建议去拍照],[超级热] -> [烦恼]; [晚风] -> [放松/平静],[浦口码头] [位于] [中山码头对面 (需轮渡)],[墨迹] -> [没赶上船],夜游中山码头(行为/地点)，因墨迹没赶上船和夕阳(行为/结果)，感觉踩雷且天热(情感/感官)，江边天黑后没啥可看(认知氛围)，但意外发现江边小卖部挺出片(空间特征/认知美学)，感到一丝宽慰(情感)，并总结了下次看夕阳轮渡的出行建议(行为意图)。
entry_28,上周末打卡了浦口火车站历史文化街区，顺便去浦口码头坐轮渡到中山码头，在江边吹了一个小时的风又坐船回来了 人不多，街区不大，逛起来很快。孩子吃糖葫芦吃的牙疼，还在坚持吃 📍地点：浦口火车站近代建筑风貌区 🅿停车：浦口火车站历史文化街区P1或P3停车场，P3更近，收费2元小时。 ps.景区里的糖葫芦比外面的贵三块钱,浦口火车站; 浦口码头; 中山码头; 江边,历史遗迹; 交通枢纽; 商业设施; 滨水区域,历史文化街区; 浦口码头; 轮渡; 中山码头; 停车场; 糖葫芦,江边; 风,街区,风,不大,,吹风,牙疼 (吃糖葫芦),街区不大，逛起来很快; P3更近,停车收费2元/小时; 景区物价比外面贵,,,,人不多,Neutral,放松/平静,弱/低,否,与家人 (孩子),打卡(集体); 坐轮渡(集体); 吹风(集体); 坐船返回(集体); 逛(集体); 吃糖葫芦(集体); 停车(集体),孩子吃糖葫芦牙疼还坚持吃,吹了一个小时的风,,否,,[街区] -> [不大/逛起来快]; [停车场P3] -> [更近]; [景区糖葫芦] -> [比外面贵],,,[江边吹风] -> [放松/平静],[轮渡] [从] [浦口码头] [到] [中山码头],,周末带孩子打卡浦口火车站历史文化街区(行为/地点)，街区不大，人不多(认知空间/人群)，顺便去浦口码头坐轮渡到中山码头，在江边吹了一小时风(行为/地点/空间特征)，感觉放松(情感)，提及停车信息和景区物价(认知功能)。
entry_29,南京最值得打卡的地方我住的楼下。 可以在屋顶上看完日落，拿出相机或者手机再来几张相片。 天气好的时候，湛蓝的天空配合这家的门头，真的氛围感十足，特别容易出片。 门口可以停车，喜欢拍爱车的种草这里！ 地址：711（南京江边路店）,7-11江边路店,商业设施,屋顶; 相机; 手机; 门头; 门口,日落; 天气; 天空,日落; 湛蓝的天空; 门头,天气好,湛蓝; 氛围感十足; 特别容易出片,,,,,可以停车,最值得打卡; 湛蓝的天空配合门头; 特别容易出片,氛围感十足,,,Positive,愉悦/开心,强/高,否,独自,看日落(个人); 拍照(个人); 停车(个人),,,最值得打卡; 种草这里,否,特别容易出片,[屋顶] -> [看日落]; [天气好/天空/门头] -> [氛围感十足/容易出片]; [门口] -> [可以停车],[氛围感十足/容易出片] -> [愉悦/开心],[愉悦/开心] -> [值得打卡/种草],[日落] -> [愉悦/开心],,,推荐位于7-11江边路店楼下(地点)，认为是最值得打卡的地方(行为意图/认知美学)，可以在屋顶看日落、拍照(行为/空间特征)，天气好时天空与门头配合氛围感十足，易出片(自然/人造特征/认知氛围/美学)，门口可停车(认知功能)，适合拍车(行为意图)。
entry_30,第一站中山码头，到中山码头有很多条公交线，下车后过马路就是中山码头，刷身份证进，然后才能买票，船票可以用支付宝公交卡支付，支付成功后进入码头，渡轮一层是电动车，二层是座椅，三层没开放。大约10分钟的时间到达浦口码头。 第二站浦口码头，下船后出码头对面就是浦口火车站旧址，也就是南京北站，朱自清先生笔下父亲送站的背影场景就是这里，还有情深深雨蒙蒙的拍摄取景地也是这里，如今物是人非已经成为旧址，都用围挡遮起来都在修缮中，所以5分钟就逛完了，喇叭循环播放浦口码头渡轮开船时间，刷2元船票回到码头等待返程，开船10分钟回到中山码头。 第三站铁路轮渡栈桥旧址，出中山码头按导航步行5分钟到达307公交站，下关大街北下车，下车后跟着导航走就行，其实就是废弃的铁路线，成了网红打卡圣地，确实拍出的效果很出片，我去的时候没人。 第四站下关西火车主题园，从栈桥下来沿着江边继续前行就能看到绿皮火车改成的主题公园，火车已经改成餐车，有站台，有候车大厅，有火车头，需要用餐的可以体验一下。 第五站南京长江大桥玻璃栈道，出主题公园先导航到宝塔桥，宝塔桥下台阶沿着江边走几分钟就能看到长江大桥玻璃栈道，之前有人分享直接导航长江大桥玻璃栈道不太识别，这里也是网红打卡圣地，看火车通过长江大桥，看游轮穿过长江大桥，看滔滔长江水，看伟大的长江大桥，拍照留念后原路返回宝塔桥，导航1路公交车终点站就是夫子庙，有体力的还可以接着逛。,中山码头; 浦口码头; 浦口火车站; 南京北站; 铁路轮渡栈桥旧址; 下关大街; 下关火车主题公园; 南京长江大桥; 玻璃栈道; 宝塔桥; 夫子庙,交通枢纽; 历史遗迹; 公园/绿地; 地标/空间节点; 滨水区域; 商业设施,"公交线; 马路; 身份证; 船票; 支付宝公交卡; 码头; 渡轮 (一层电动车, 二层座椅, 三层未开放); 浦口火车站旧址; 南京北站; 围挡; 喇叭; 铁路轮渡栈桥旧址; 导航; 公交站; 废弃铁路线; 下关西火车主题园; 绿皮火车; 餐车; 站台; 候车大厅; 火车头; 玻璃栈道; 台阶; 火车; 游轮; 长江大桥; 公交车",长江水,绿皮火车; 火车头; 火车; 游轮; 长江大桥; 长江水,喇叭循环播放,很出片; 伟大,喇叭循环播放,,,下车后过马路就是; 下船后出码头对面就是; 按导航步行5分钟; 跟着导航走就行; 从栈桥下来沿着江边继续前行就能看到; 先导航到宝塔桥; 沿着江边走几分钟就能看到,公交可达; 需刷身份证; 可用支付宝支付; 三层没开放; 正在修缮中; 导航可达; 火车改成餐车; 导航不太识别 (玻璃栈道直接导航),网红打卡圣地; 拍出的效果很出片; 伟大的长江大桥,网红打卡圣地,朱自清背影场景; 情深深雨蒙蒙取景地; 物是人非; 旧址; 废弃铁路线,我去的时候没人 (栈桥),Positive,兴趣/好奇; 愉悦/开心; 怀旧/温馨; 敬畏/惊叹,中/一般,否,独自,坐公交(个人); 刷身份证(个人); 买票(个人); 坐渡轮(个人); 逛(个人); 等待返程(个人); 步行(个人); 导航(个人); 拍照(个人); 用餐(个人); 看景(个人); 拍照留念(个人),,大约10分钟; 5分钟就逛完了; 步行5分钟,需要用餐的可以体验一下; 有体力的还可以接着逛,否,很出片 (拍照),[铁路轮渡栈桥旧址] -> [网红打卡圣地/很出片]; [长江大桥] -> [伟大],[很出片] -> [愉悦/开心]; [朱自清背影/情深深雨蒙蒙/物是人非] -> [怀旧/温馨]; [伟大] -> [敬畏/惊叹],[兴趣/好奇] -> [逛/体验/看景],[长江水] -> [敬畏/惊叹],[浦口火车站旧址] [位于] [浦口码头对面]; [下关西火车主题园] [位于] [铁路轮渡栈桥旧址附近沿江]; [玻璃栈道] [位于] [下关火车主题公园附近江边],[浦口火车站旧址] -> [朱自清背影/情深深雨蒙蒙取景地],记录了一条游览路线(行为)，从中山码头坐轮渡到浦口码头(地点/行为)，参观了因修缮只能短暂停留的浦口火车站旧址(地点/认知功能/认知意义)，接着去了铁路轮渡栈桥旧址(地点)，认为其是网红打卡地且拍照出片(认知氛围/美学)，然后去了下关火车主题园(地点/人造特征)，最后到达长江大桥玻璃栈道(地点)观景拍照(行为)，全程体验便捷且富有历史感和视觉冲击力(认知/情感)。
entry_31,Hi～我是挖掘南京小众宝藏地的是你七 分享南京秋天🍂周末可以打发无聊时间的地方 . 去周园 中 国 zui 大 的私人博物馆看藏品｜p1 p2 去东庐山观音寺看 ju 型 半身 佛 像｜p3 p4 去郑和公园看满地银杏｜p6 去梅钢钢铁博物馆打卡森林之窗｜p8 去锦创书城lalaland｜p10 去浦云路拍伦敦爱心大桥｜p12 去梧桐大道amp;明孝陵看坠美秋色｜p13 p14 去玄武湖看橘子海日落｜p15 去石湫影视基地打卡唐顿庄园｜p16 去山阴路看哈尔的移动城堡｜p17 去1865创意园打卡佛头｜p18 未完待续，欢迎补充👏 . 对啦，每次出来玩，我都会带上NULAX天然果蔬乐康膏mini装，天然蔬果成分，椰枣、无花果酸甜软糯的口感，而且是已经分装好的独立包装，方便携带，可以睡前一小块，第二天就hin顺利解决🚽，简直就是我的快乐旅行 必 备 好物！ . 南京旅游攻略｜南京周末去哪玩｜南京小众赏秋地｜亲子游｜大学生去哪玩｜值得一去的博物馆｜南京博物院｜周末遛娃｜南京秋天去哪｜捡秋｜南京拍照好看的地方｜秋天氛围感拍照｜南京拍照｜南京公园 生活薯 薯队长 城市情报官,周园; 东庐山观音寺; 郑和公园; 梅钢钢铁博物馆; 锦创书城; 浦云路; 梧桐大道; 明孝陵; 玄武湖; 石湫影视基地; 山阴路; 1865创意园,历史遗迹; 公园/绿地; 商业设施; 地标/空间节点,私人博物馆; 藏品; 观音寺; 佛像; 公园; 钢铁博物馆; 森林之窗; 书城; 伦敦爱心大桥 (指浦云路桥); 梧桐大道; 明孝陵; 影视基地; 唐顿庄园 (指建筑风格); 哈尔的移动城堡 (指建筑风格); 创意园; 佛头,秋天; 银杏; 秋色; 日落; 橘子海,藏品; 巨型半身佛像; 满地银杏; 森林之窗; 伦敦爱心大桥 (指浦云路桥); 坠美秋色; 橘子海日落; 唐顿庄园 (指建筑风格); 哈尔的移动城堡 (指建筑风格); 佛头,,小众; 宝藏地; 坠美,,,,,,宝藏地; 坠美秋色,小众; 秋天氛围感,中国最大私人博物馆; 唐顿庄园; 哈尔的移动城堡,小众,Positive,兴趣/好奇; 愉悦/开心,中/一般,否,,看藏品(个人); 看佛像(个人); 看银杏(个人); 打卡(个人); 拍照(个人); 看秋色(个人); 看日落(个人),,,分享; 欢迎补充,否,,[多个小众地点] -> [宝藏地]; [梧桐大道/明孝陵] -> [坠美秋色],[宝藏地/坠美秋色] -> [愉悦/开心]; [小众] -> [兴趣/好奇],[兴趣/好奇] -> [打卡/拍照],[橘子海日落] -> [愉悦/开心],,,分享了南京多个小众宝藏地(地点/认知美学)，适合秋天周末游玩(行为)，包括看博物馆藏品、寺庙佛像、公园银杏、打卡特色建筑和创意园、欣赏秋色和日落(行为/空间特征)，整体体验有趣愉悦(情感)。
entry_32,和摄友一起找到了拍长江大桥的最好机位,长江大桥,地标/空间节点; 交通枢纽,长江大桥; 机位,,长江大桥,,,,,,最好机位,,最好机位,,,,Positive,愉悦/开心; 自豪/归属感,中/一般,否,与朋友 (摄友),寻找机位(集体); 拍照(集体),和摄友一起找到,,,否,,[机位] -> [最好],[找到最好机位] -> [愉悦/开心]; [找到最好机位] -> [自豪/归属感],[愉悦/自豪] -> [拍照],,,,和摄友一起(社交)，找到了拍摄长江大桥的最好机位(行为/地点/认知评价)，感到愉悦和自豪(情感)。
entry_33,赶上了日落🌄好美,,,,日落,日落,,好美,,,,,,好美,,,,Positive,愉悦/开心; 惊叹/敬畏,强/高,否,,看日落(个人),,,,否,,[日落] -> [好美],[好美] -> [愉悦/开心]; [好美] -> [惊叹/敬畏],,[日落] -> [愉悦/开心],,,赶上了看日落(行为/自然特征)，觉得非常好美(认知美学)，感到愉悦和惊叹(情感)。
entry_34,"南京栖霞山长江大桥，简称栖霞山大桥，原称南京长江第四大桥，《南京市城市总体规划》中quot;五桥一隧quot;过江通道之一，2008年建成时被誉为quot;中国的金门大桥quot; 📸：Canon600dsigma18200,73mm拍摄（半画幅） 参数：a档，ISO100,f11，后期9张堆栈 位置：南大附近，很好找 建议带小架子，大架子也能拍但是右边会有遮挡",栖霞山长江大桥; 南京长江第四大桥; 南大,地标/空间节点; 交通枢纽,栖霞山长江大桥; 过江通道; 相机; 架子,,遮挡,,有遮挡,,,,很好找; 右边会有遮挡,,,,中国的金门大桥,,Neutral,兴趣/好奇,弱/低,否,,拍摄(个人),,,建议带小架子,否,,[位置] -> [很好找]; [右边] -> [会有遮挡],[中国的金门大桥] -> [兴趣/好奇],[兴趣/好奇] -> [拍摄],,[栖霞山长江大桥] [位于] [南大附近],,介绍了南京栖霞山长江大桥(地点)，曾被誉为“中国的金门大桥”(认知意义)，拍摄位置在南大附近，很好找(认知易读性)，但建议用小架子以避免遮挡(行为建议)。
entry_35,超爱南京，下次还来！！ ✅pyq文案分享： 树是梧桐树，城是南京城 📍南京｜钟山风景区 是南京，也是金陵 📍南博｜鸡鸣寺｜玄武湖｜颐和路 十里秦淮，金陵一梦 📍老门东｜夫子庙｜大报恩寺 📍南京｜去吃100遍的地方！！ ✅三天三晚特种兵路线： 🔴Day 1: 中山陵风景区 玄武湖 鸡鸣寺 三餐：大明王朝火山屋台第五季大排档 🔴Day 2: 南京博物院 大报恩寺 老门东 夫子庙 三餐：鸿福面馆（张府园）米辣竹里馆庙东排骨 🔴Day 3: 燕子矶 中山码头 颐和路 三餐：辣当家芮卡 ✅关于住宿：选在了新街口附近，但是比较贵，大家有没有碰到不错的呀🥹🥹 大家tui的好店，下次去就立刻冲过去！大家要是有避雷也欢迎分享呀！🫡🫡🫡,南京; 钟山风景区; 南京博物院; 鸡鸣寺; 玄武湖; 颐和路; 老门东; 夫子庙; 大报恩寺; 中山陵风景区; 燕子矶; 中山码头; 新街口,历史遗迹; 公园/绿地; 商业设施; 交通枢纽,梧桐树; 城; 钟山风景区; 南博; 鸡鸣寺; 玄武湖; 颐和路; 老门东; 夫子庙; 大报恩寺; 中山陵; 燕子矶; 中山码头; 住宿; 新街口,梧桐树,梧桐树,,,,特种兵路线,,,比较贵 (住宿),,金陵一梦,金陵; 十里秦淮,,Positive,愉悦/开心; 兴趣/好奇,强/高,否,,旅游(个人); 吃(个人),寻求推荐/避雷,三天三晚,超爱; 下次还来; 去吃100遍; 立刻冲过去; 欢迎分享,否,,[新街口住宿] -> [比较贵],[金陵一梦] -> [愉悦/开心],[超爱/愉悦] -> [下次还来/立刻冲过去],[南京/金陵/梧桐树] -> [愉悦/开心],,,表达了对南京(地点)的超爱(情感)，分享了包含多个著名景点(钟山、南博、夫子庙等)的三天三晚特种兵路线(行为)，提及新街口住宿较贵(认知功能)，并表示下次还想来(行为意图)。
entry_36,此刻，课本中的插图化为了眼前的壮丽景象。 日落的南京长江大桥，每一刻都会给人不同的感受，我有幸赶上了最辉煌最漂亮的一刻。 (当然，词中本是指武汉长江大桥，不过我觉得南京长江大桥的壮观也应该与此类似。),南京长江大桥; 武汉长江大桥,地标/空间节点; 交通枢纽,南京长江大桥; 武汉长江大桥,日落,壮丽景象; 日落; 最辉煌最漂亮的一刻,,壮丽; 辉煌; 漂亮; 壮观,,,,,,壮丽景象; 最辉煌最漂亮; 壮观,不同的感受,课本中的插图,,Positive,敬畏/惊叹; 愉悦/开心,强/高,否,独自,观景(个人),,,,否,,[日落的南京长江大桥] -> [壮丽/辉煌/漂亮/壮观],[壮丽/辉煌/漂亮/壮观] -> [敬畏/惊叹]; [辉煌/漂亮] -> [愉悦/开心],,[日落的南京长江大桥] -> [敬畏/惊叹],,[南京长江大桥] [类比] [武汉长江大桥],在南京长江大桥(地点)观赏日落(行为/自然特征)，感觉景象壮丽、辉煌、漂亮(认知美学)，如同课本插图变为现实(认知联想)，内心充满敬畏和愉悦(情感)。
entry_37,两块钱，承载南京人最原始的过江方式，坐轮渡到对岸的浦口。 下关的 中山码头，2块钱扫支付宝进站候船，网上都说是20分钟一班船，今天我们来回往返都是半小时一班次 船程10分钟到对岸，出了站一直往正前方走50米就是浦口火车站。这个火车站，是朱自清背影里，父亲去给他买橘子的月台，也是依萍送别书桓的 离别的车站。 穿过火车站继续顺着唯一的小路往北走，走到尽头右拐就是一段废弃的铁道口。一路虽然废弃，但还是很有时光的味道，深秋一定要再来一次，落满梧桐树叶的浦口，一定别有一番味道。,浦口; 中山码头; 浦口火车站,交通枢纽; 历史遗迹,轮渡; 中山码头; 支付宝; 船; 浦口火车站; 月台; 车站; 小路; 废弃铁道口,梧桐树叶 (深秋),月台; 废弃铁道口; 梧桐树叶,,,,,,出了站一直往正前方走50米就是; 顺着唯一的小路往北走，走到尽头右拐就是,便宜 (2元); 可扫支付宝; 班次固定 (半小时),很有时光的味道; 别有一番味道,时光的味道; 别有一番味道,最原始的过江方式; 朱自清背影; 离别的车站; 深秋,,Positive,怀旧/温馨; 兴趣/好奇,中/一般,否,我们,坐轮渡(集体); 候船(集体); 步行(集体),,船程10分钟,深秋一定要再来一次,否,,[废弃铁道口] -> [很有时光的味道]; [深秋落满梧桐树叶的浦口] -> [别有一番味道],[时光的味道/朱自清背影/离别的车站] -> [怀旧/温馨]; [别有一番味道] -> [兴趣/好奇],[怀旧/兴趣] -> [深秋一定要再来一次],,[浦口火车站] [距离50米] [浦口码头出口],[坐轮渡] -> [南京人最原始的过江方式],体验了从中山码头坐轮渡到浦口(行为/地点)，这种南京最原始的过江方式(认知意义)，参观了浦口火车站(地点)，联想到朱自清《背影》和《情深深雨濛濛》的场景(认知意义)，并探索了附近的废弃铁道口(行为/地点)，感觉很有时光的味道(认知氛围)，并期待深秋再来(行为意图)。
entry_38,是开往春天的火车 下关火车主题公园真的太出片了！ 公园人相对较少，可以拍火车外景内景以及江边风光 可以说是拍摄人像的绝佳地点 再夸一下模特小姐姐真的太可爱啦 出镜：小媛心事 📷Canon6D2EF70200 f4EF50 f1.8,下关火车主题公园,公园/绿地; 历史遗迹,火车; 公园,江边风光; 春天,火车外景内景; 江边风光,,太出片了; 绝佳,,,,,可以拍火车外景内景以及江边风光,太出片了; 拍摄人像的绝佳地点; 可爱 (模特),,开往春天的火车,人相对较少,Positive,愉悦/开心,强/高,否,与朋友 (模特),拍照(集体),夸模特可爱,,,否,太出片了; 绝佳地点,[下关火车主题公园/火车/江边风光] -> [太出片了/绝佳地点],[太出片了/绝佳地点] -> [愉悦/开心],[愉悦/开心] -> [拍照],,,,在下关火车主题公园(地点)进行人像拍摄(行为)，认为这里非常出片，是绝佳的拍摄地点(认知美学/功能)，公园人少(认知人群)，可以拍火车和江景(空间特征)，整体感觉非常愉悦(情感)。
