,,,,,,,,有历史感; 有故事
优美,,惬意,,,满足休闲需求,独特外形设计; 有设计感,惬意; 悠闲,位于历史建筑内
,,,,,,,,怀旧; 有回忆
,,体验风的感觉,,路线清晰（从购票到登船流程明确）,票价合理；功能完善（可带车辆）；有明确指示（需要提前取票）,小众景点,家庭氛围；日常通勤感,与父母一起出行的家庭记忆
视野开阔; 浪漫; 甜度超标,轮渡汽笛声,江风,,路线清晰（四个观豚点按序列出）,设有专门观景平台和望远镜; 有明确观测时间建议; 有观测技巧指导,网红; 浪漫; 甜度超标; 出片,有趣; 有活力; 浪漫; 放松,微笑天使; 江豚城市公园; 历史文化地标
,,,,,,,,
色彩斑斓; 曲径通幽; 豁然开朗,,,,路线清晰（地铁指引明确）,免费开放; 地铁可达性强,好看; 有设计感; 精致; 协调,闹中取静; 闲适; 浪漫; 有氛围感,有历史感; 文艺; 有文化底蕴; 有故事; 有回忆
绝美,,近距离拥抱长江,,路线清晰; 时间安排明确,价格实惠(2元); 刷公交码便捷; 电动车停放方便; 航程约十几分钟,复古风适合拍照; 长江大桥壮观; 日落美景,适合亲子出行; 不拥挤,朱自清《背影》中的车站; 历史感
视野开阔; 形成撞色; 中式美学氛围拉满,,,,路线清晰; 可选择多条登顶路线,电梯服务方便; 停车便利; 商业配套不足,有设计感; 精致; 普通; 期待改进,浪漫; 放松; 有活力; 适合秋冬,历史与现代融合; 文化底蕴
视野开阔,,风大,,,,,宁静/放松,
好看; 碧蓝; 很平价,浪花声,江风吹拂,,路线清晰,设有休憩设施; 消费平价; 商业配套完善,好看; 出片; 平价,浪漫; 放松; 治愈,历史感; 文艺; 浪漫; 怀旧
,,,,,,,,地标意义
,,,,,,,,有象征意义/无特殊含义; 熟悉/陌生; 有回忆/无关联
像海边; 很治愈,江水用力拍打着两岸,饭后散步很舒适,,路线清晰（晚饭后可随时前往）,交通便利，适合日常休闲散步,夜景好看；视觉上具有海边感,宁静；治愈；浪漫,虽无海却能感受海滨氛围
线条简洁; 造型利落; 通透性增强,,,,,经典设计制作; 功能性强,美; 经典; 设计感强; 协调（新旧结合）,有历史感; 时光交错感,传统与现代的融合; 历史传承; 时间的象征意义
历历在目,,风吹的感觉,,路线清晰（从下马坊到中山码头再到浦口火车站）,轮渡服务便捷（每半小时一班，票价2元）,有历史感（浦口火车站）,宁静/放松,文学联想（朱自清《背影》）
超级适合出片,,,,路线清晰（提到具体时段和建议）,适合拍照但人多影响体验,有设计感; 出片,有氛围感,历史感
美美的日落; 绝美拍照效果,,风大; 靠窗坐比较舒服,,路线清晰; 指示牌明确,方便; 轮渡价格便宜; 设施齐全; 无障碍; 安全,好看; 出片; 有设计感; 有历史感,浪漫; 放松; 有氛围感,有历史感; 怀旧; 有文化内涵
好天气,,,,,,,,
好拍,,,,路线清晰（从中山码头到浦口码头）,票价便宜（2元）; 支持支付宝支付; 航程约15分钟; 发车间隔约30分钟,有文化意义（朱自清站台）,体验当地生活,文学联想（朱自清《背影》）
色彩斑斓; 视野开阔,,,,,,美,浪漫,
光线很暗,,差点晕车,,路线不清晰（不熟悉路，绕了一大圈）,设施陈旧（大铁门上锁，设施废弃）,有代入感（走廊顶部）; 颓旧（设施状况）,沧桑; 颓废; 历史感,文学记忆（《背影》）; 历史联想（孙中山灵柩运输）
,,,,,,,,
,,,,,,,,
很有味道; 浪漫; 清新,,清爽; 舒适,食物香味,路线清晰（从中山码头出发）,适合漫步; 设施齐全,精致; 有设计感; 历史感强,宁静; 有氛围感; 有活力,历史感; 文化底蕴; 怀旧
美不胜收; 景色明媚,无法判断,需要保持平稳步伐,无法判断,路线清晰; 有指示牌引导,设有停车场; 设有分类垃圾桶; 提供观景功能,有设计感; 美不胜收; 雄伟壮观,令人放松; 适合拍照; 有活力,标志性建筑; 历史与现代结合
太美了,,,,路线清晰（从浦口码头到中山码头）,轮渡运营至晚上七点,电厂旧址建筑具有历史美感,夜晚氛围独特,电厂旧址的历史感
开阔; 橘子海日落,,,嘎香; 香,路线清晰（中山码头附近）,交通便利; 餐饮服务完善,出片; 有氛围感,浪漫; 放松,城市象征意义
,,,,,,,,
地理位置很好; 桥下风景有感觉,,,,停车场边上有小路直达玻璃栈道; 停车场外有指示牌,停车场不算小; 工作日停车方便; 不接商务活动; 纪念馆关闭中,地理位置很好; 桥下风景有感觉,封闭中; 在翻修,长江大桥历史意义（通过提及纪念馆体现）
鲜明; 呈工字型; 撰写碑铭和碑文,,,,坐东南朝西北,,具有鲜明的折衷主义建筑风格（正面）; 被破坏后修复（负面）,历史感; 文化氛围,纪念民主革命家; 有历史感; 有文化底蕴; 有象征意义
落日余晖真的美,,,,路线清晰但部分关闭需问路,官方推荐观测点易达性一般；建议携带相机,有设计感; 出片; 美; 浪漫,浪漫; 幸福感强; 有活力; 放松,南京本地特色; 有故事; 有回忆
太动漫了; 蓝调下,,,,,,有设计感; 精致; 协调,独特; 有趣,现代; 文艺; 有象征意义
好看; 美丽; 很美; 氛围感强,,,,路线清晰（下了江边往左手边走）,适合拍照; 光线条件良好,有设计感; 出片; 氛围感强,浪漫; 放松; 有氛围感,历史遗迹的文艺感; 长江之窗的象征意义
特别优美,,,,,,有设计感; 精致,有氛围感; 放松,有历史感
形式还很特别; 墙面开始脱皮,,,,,十来年前出新过,形式还很特别; 很难🉐的; 典型的历史民居建筑,鲜有资料提及; 难得一见; 研究价值高,民国时期; 国企宿舍; 历史记忆; 设计与研究价值
不错; 很好,,舒服,,路线清晰,价格实惠（2元轮渡）; 安全设计（不同路径选择）,出片; 有夜景灯光; 美观,舒服; 轻松,朱自清文学记忆
,,,,,,,,
色彩撞色; 视野开阔; 正在观赏期,,,老火锅香味,路线清晰; 登顶路线多样; 南门进出方便,商业配套不足; 电梯便利; 停车方便; 可用旅游年卡,有设计感; 工业风出片; 中式美学氛围拉满,适合秋冬散步; 城市探索好去处; i人友好,历史与现代融合; 文化底蕴
,,,,路线清晰（通过接驳车替代方案）,轮渡临时停运但提供接驳车服务,,,马拉松作为城市大型活动的象征意义
美丽的日落; 长江大桥亮灯,,江风吹拂; 恐高感,,路线清晰（宝塔桥公交站步行8分钟；玻璃栈桥15-20分钟）,免费开放; 营业时间不限制; 有零售摊位,美丽; 有设计感,浪漫（黄昏日落）; 有趣（恐高体验）,火车历史感
,,,,,,,,
,,,,路线清晰,,,,
一线江景,,,,路线清晰（作为过江通道）,便宜实用的一块钱过江服务,有历史感的民国建筑,沉浸式体验,百年码头的历史感; 民国建筑的文化联想
,,,,,,,,
浪漫,,,,路线清晰（从鼓楼到浦口）,票价便宜（2元）；支持公交卡刷卡；可补票（10元）,浪漫,有氛围感；有活力,
,,,,,,,,
风景优美; 出片; 拍照有氛围感; 看江景一流; 色彩灯光真是一绝,马自达声音,连续走4个多小时不累; 平底鞋舒适; 秋老虎炎热,馄饨味道不错,路线清晰; 沿途都有超市商场,设施齐全; 徒步路线成熟; 鞋子实用; 防晒必要,有设计感; 精致; 协调; 出片; 有历史感,有氛围感; 放松; 人间烟火气; 有活力; 有故事感,有历史感; 有文化底蕴; 朱自清《背影》联想; 影视取景地; 有回忆
超出片,,,,,,超出片,,
浪漫,,风大,,,,浪漫,浪漫,
太美; 充满生机灵动; 漫画感; 水晶天,,舒服（夏天的味道）,,路线清晰,方便; 免费,太美; 出片; 漫画感; 有设计感,浪漫; 放松; 宁静; 有氛围感,怀旧; 有故事; 有历史感
氛围感强,暖心播报音,,,,,有设计感; 出片,有年味; 浪漫; 文艺,记忆联想; 历史文化氛围
温柔; 浪漫; 落日余晖,,,,,适合拍照打卡,浪漫; 出片,温柔; 浪漫,
无法判断,无法判断,无法判断,无法判断,无法判断,无法判断,无法判断,无法判断,无法判断
,,,,,,,,
出片率100; 绝美; 金色江景,,走路小心（碎石）,,路线清晰; 一直往前走,交通便利; 建议打车; 安全提示; 时间限制,出片率100; 绝美自然风光; 沉浸式人文底蕴,浪漫; 沉浸式; 有氛围感; 历史感,朱自清《背影》场景; 历史氛围感
可以拍情绪片,,,,路线清晰（从火车公园到江边）,功能单一; 小商品摊位商业氛围一般,普通; 情绪片拍摄地尚可; 大桥不好看,一般,有历史感但商业化不足
锈迹斑驳; 褪色; 出片; 民国风貌,,,,路线清晰（复古情怀路线）,免费开放; 交通便利; 候车大厅不开放,有设计感; 精致; 有点旧; 有历史感,怀旧; 有故事; 有氛围感; 有回忆,有历史感; 有文化底蕴; 有象征意义; 有回忆
好去处,,,,路线清晰（地铁+公交换乘说明）,免费开放; 方便到达,复古; 有设计感,有氛围感; 有历史感,有历史感; 有故事; 有文化底蕴
正好有日落,,晚上吹吹风还是很不错,,路线清晰; 打车到望江亭就可以; 下车后走大概二百米就到啦,很方便; 超级适合情侣拍照,超级适合情侣拍照,浪漫; 放松,
,,,,,,,,
,,,,,,,,
,,,,,,,氛围感强,
,,,,,,,,
色彩斑斓; 浪漫,,,,,,有设计感/普通,浪漫/温馨,有历史感; 有故事; 有文化底蕴
,,,,路线清晰（栈桥入口处往里走第三个路灯旁）,提供摄影服务，方便寻找,包出片（正面评价）,,
干净,,,,路线清晰（从中山码头到浦口码头）,轮渡服务价格低廉且功能完善,整修后环境整洁美观,有历史感; 文艺; 怀旧,文学记忆（《背影》）; 影视联想（《金粉世家》《一帘幽梦》）; 有故事; 有文化底蕴
能看到江豚活动,,,,,,,,江豚观赏地具有生态价值和观赏意义
充满情绪; 有氛围感,,坑坑洼洼; 小白鞋容易弄脏; 碎石多影响拍摄,,路线清晰（从下关火车主题公园到中山码头）,适合拍照但需携带辅助设备; 杂物较多影响取景,有氛围感; 废弃房屋点缀场景,充满情绪; 带有废墟感,历史工业遗存; 拍摄场景
最美; 粉色; 超级浪漫,,,,路线清晰（从中山码头到浦口码头再到返回）,轮渡服务价格实惠(2元); 班次合理可配合日落时间,最美落日; 超级浪漫,浪漫,长江大桥具有象征意义（首次体验）
很出片; 很惬意,,,,运行时间明确; 发车频率清晰说明,支付方式多样; 换乘优惠合理; 运营安排合理,很出片; 长江和大桥景色好看,惬意; 赚到了的感觉,
,,,,路线清晰（到达老街区快速穿过去浦口码头）,小吃价格偏高；停车位紧张；景区商业化程度高但功能不完善,傍晚灯光氛围较好,拥挤喧闹；商业化过重；缺乏文化内涵,无法引发历史或文化联想
,,,,,电梯不对外开放（负面评价）,,,南京长江大桥标志性意义
,,骑行顺畅,,路线清晰,骑行道好用,,,
刚好看到落日余晖,,,,,,,,怀旧
复古文艺; 电影感; 波光粼粼; 长江夜景; 设计感十足; 宽敞明亮; 特别惬意,万人合唱; 音响效果一流,江风拂面,咖啡香气; 书香,路线清晰（多个地点标记）,场馆设施超棒; 藏书丰富; 美食种类多样,复古文艺; 出片; 设计感十足; 颜值与内涵并存,复古; 文艺; 热烈; 沉浸式; 惬意; 快乐,民国时代; 历史感; 文化传承
像是走进了一部老电影; 值得被定格,无法判断,无法判断,无法判断,空间方位清晰（连接城市两岸）,作为交通枢纽功能正常,有设计感; 有历史感; 协调; 浪漫,怀旧; 浪漫; 放松,承载几代南京人的记忆; 见证无数人来去; 有故事; 有文化底蕴
,,,,,,,,
有历史感,,,,,,有设计感; 有历史感,,有历史感; 有文化底蕴; 有象征意义
美轮美奂; 灯火璀璨; 迷人的一抹蓝色; 五光十色,,,,视野开阔; 可清晰辨识主城区布局,适合摄影观景; 交通可达性强（S8号线）,美轮美奂; 出片; 冷调清透感; 建筑质感高,浪漫; 宁静; 有氛围感,南京城市象征; 万家灯火寓意生活气息
开阔; 视野好; 晚上灯光好看,,阴雨天湿滑,,路线清晰; 指示明确,交通便利; 刷公交码支付; 渡轮服务时间明确; 设施维护一般,有设计感; 有历史感; 精致工业风; 玻璃栈道现代感; 有些旧址关闭影响美感,有氛围感; 有活力; 放松; 但部分地点显得冷清,有历史感; 有故事; 有文化底蕴
毛毛虫一样可爱（比喻）,,,,路线清晰（从中山码头到浦口火车站）,目前参观受限,保留历史风貌; 有发展潜力,怀旧; 正在蜕变,十年变迁的历史感; 城市更新的象征意义
,,,,,,,,老地方（熟悉感）
,,,,,,,,浦口火车站具有历史意义和文化价值
饱览绝美江景; 民国风情; 开阔江景; 网红夜景,,散步非常惬意; 吹吹江风非常惬意,,路线清晰; 沿着防洪墙走即可,无门票费用; 开放时间明确; 行程约4小时,充满民国风情; 有历史厚重感; 很有趣; 网红夜景漂亮,惬意; 有历史感,见证历史名人; 历史文物; 浓郁民国风情
清澈江水; 心旷神怡; 彷佛置身德国天鹅堡; 像童话里城堡里的公主王子,无法判断,风大,无法判断,路线清晰,轮渡票价低; 开放式工业遗址公园; 住宿用餐需提前预约,美; 有设计感; 精致; 协调; 有历史感; 文艺,心旷神怡; 有氛围感; 有文化气息; 有故事,历史感; 文化底蕴; 怀旧; 有故事; 熟悉
斑驳的墙面; 破旧建筑,寂静,,,地址明确（津浦路30号）,车站旁可免费停车,有岁月痕迹; 破旧但有历史感,宁静; 怀旧; 有文化氛围,六朝古都; 历史感; 文化底蕴; 朱自清《南京》的意境
外光亮，屋内暗；拍出剪影感,,一层不闷,,路线清晰（导航直达）,2元公交支付便捷；轮渡功能分区明确（一层停车，二层坐人）,拍出剪影感；可以看日落,有文化氛围（朱自清《背影》场景）,朱自清《背影》文学联想
视线好无遮挡; 很值得,,,,路线清晰（从中山码头到浦口码头）,可用支付宝支付; 分层购票制度; 明确发船时间,出片效果好; 江景优美,浪漫; 幸福感,祝福场景联想（婚纱照）
很是震撼,,,,路线清晰（从城市阳台到商业区）,交通便利（市民中心地铁站）; 商业配套完善（来福士、万象城）,标志性建筑群美观; 灯光秀设计感强,现代感; 活力感,地标性建筑代表城市形象
拍照非常nice,,,,路线清晰（紧邻长江大桥）,无需门票和预约; 交通不便但有公交直达; 人流少; 设施功能单一,有历史感; 出片,宁静; 有怀旧氛围,怀旧; 有历史感
视野非常开阔,,电梯上下,,路线清晰（一楼至五楼参观）,功能齐全（展览+电梯服务+观景）,出片; 全景震撼; 大桥结构宏伟; 历史感强,历史厚重感; 开阔大气; 文化氛围浓厚,有历史感; 有故事; 有文化价值
泛着霞光; 晚霞映衬,,,,路线清晰（中山码头->浦口码头->玻璃栈桥）,停车场收费合理（1元15分钟）; 轮渡票价明确（2元）; 交通方式多样（公交31路）,百年长江大桥有历史美感; 晚霞下的景色美丽,浪漫; 有历史感,文学联想（《背影》）; 影视取景地联想（情深深雨蒙蒙）
漂亮; 出片; 波光粼粼; 很美,,不累,,路线清晰,有电梯; 交通便利; 妇女节优惠,漂亮; 出片; 有设计感,有历史感; 怀旧,历史记忆; 文化意义; 个人回忆
,,,,路线清晰（从中山码头到浦口码头）,2元一次，价格低廉，性价比高,,,联想到朱自清《背影》中的离别场景，有历史感和文化意义
湖光闪烁; 湖畔边的长椅上放空身心不失为一种享受; 描绘民国时期的油画; 浪漫; 视野绝佳; 漫天霞光,音乐声; 歌声,晚风吹拂,,提供明确地址和路线指引,适合露营野餐; 听歌交友的好去处; 放松解压,浪漫; 描绘民国时期的油画; 湖光闪烁; 漫天霞光; 有设计感,放松; 宁静; 有氛围感; 有活力,像民国时期油画; 牵着Ta发现小惊喜; 重新感受这座城市
热带风情; 拍照打卡点,无法判断,空气好; 走累了,围炉煮茶氛围,市区开车半小时可达; 路线清晰,自带地下停车场; 餐饮齐全; 集吃喝玩于一体,新中式茶馆设计; 火车主题有特色,人少; 空气好; 放松; 适合家庭,火车历史感; 适合亲子互动
英式建筑风格; 红顶黄墙; 历史感,,,,建筑布局清晰可辨识,目前因修缮无法进入使用,有设计感; 精致; 文艺; 有历史感,怀旧; 有故事; 有文化底蕴,有历史感; 文艺; 怀旧; 有故事; 有文化底蕴
,,,,,收费服务; 提供合影服务,,,
被光包裹的感觉,无法判断,舒服,无法判断,路线清晰（从综合执法站步行至玻璃栈道）,方便导航到达；路径可达性好,有设计感；江景优美,宁静；舒适,地标意义（长江大桥）
外形吸睛; 有氛围感; 开阔,,,果木炭火香气,,适合拍照; 适合情侣约会; 适合庆祝活动,好看; 有设计感; 有氛围感,浪漫; 放松; 有氛围感,
出大片,,,香味诱人,,餐饮服务齐全,有设计感; 出片,热闹; 充满烟火气,
,,,,,,好看; 出片,,历史感; 怀旧
,,,,,,,,怀旧
色彩斑斓; 视野开阔,,舒服,,清晰/视野开阔,方便; 安全,好看; 出片,有氛围感; 放松; 浪漫,熟悉; 有故事
太浪漫; 灯光亮起,轰隆驶过; 鸣笛,凉爽的江风,,位置明确（大桥南堡公园）,免费开放; 有玻璃栈桥等观景设施,浪漫; 美丽; 浪漫氛围强,浪漫; 夏夜氛围; 动感与宁静结合,城市夜晚特色; 南京夏夜象征
,,,,,,,,
光线充足与否; 室内光线很暗; 窗外景色杂乱,,,,空间布局清晰但拍摄需要技巧,部分区域需消费进入; 拍摄设备要求较高,火车场景有美感; 江边芦苇荡自然美,适合摄影创作,工业风建筑; 怀旧氛围
江景无敌; 随手一拍就是大片; 更加迷人,,江风拂面,,路线清晰（轮渡直达）,适合拍照; 适合傍晚游览,有设计感; 出片; 有历史感,放松; 浪漫; 有氛围感,历史感; 穿越感; 海边度假感
视野开阔; 光线柔和,,舒服,,路线清晰,方便; 座椅充足,好看; 出片,有氛围感; 放松; 浪漫,
明亮; 视野开阔,,,,路线清晰（导航指引明确）,功能齐全但高峰期车位紧张; 免费开放; 时间安排明确,有设计感（亲水圆环桥）; 有特色（玻璃栈道）,现代化; 有序,标志性建筑; 长江大桥的历史意义未直接提及
浓浓民国风格,,,,交通枢纽功能清晰,曾作为重要交通枢纽，后恢复客运,有设计感; 有历史感,有故事; 有文化氛围,有历史感; 有文化底蕴; 有故事; 怀旧; 熟悉
视觉效果好,,,,,,好看/出片,,
超美; 很有氛围; 完美结合,,,,路线清晰（街区布局）,功能齐全; 值得逛一逛,好看; 有设计感; 精致; 协调,浪漫; 放松; 文艺; 有氛围感,民国特色; 有故事; 有文化底蕴
可惜没有卖橘子,,,,,,有朱自清雕像（正面）; 没有卖橘子的小贩（负面）,,与课文关联（怀旧/文学联想）
橙红撞色; 开阔视野; 银杏金黄; 秋叶色彩,,步行无难度; 省时省力路线,,路线清晰; 指示明确; 登顶有多条路线选择,部分区域商业配套不足; 电梯方便腿脚不便者; 停车便利; 年卡可用,有设计感; 撞色出片; 中式美学; 有创意但不够完善,文艺; 休闲; 秋日浪漫; 宠物友好,老厂房改造; 历史与现代融合; 文化传承
,,,,,,,,
夜景很美; 夜灯全部开了,,,,路线清晰（导航南堡公园）,景点免费; 免费停车; 小卖部价格亲民,夜景很美; 有露营氛围感,网红打卡氛围,
宛如置身童话世界; 蓝天一样蓝; 闪闪发光,江水拍打岸边石子的声音,风大; 很冷,,无法判断,无法判断,宛如童话世界; 出片; 美哭,宁静; 放松; 宁静/喧闹; 浪漫/普通; 放松/紧张,历史感; 怀旧
视野开阔; 反光明显,风声,高空眩晕; 路面平坦但有高度感,,路线清晰,安全防护措施完善; 设施维护良好,现代感强; 有设计感; 与大桥整体协调,震撼; 有活力; 有挑战性,象征长江大桥工程奇迹; 城市地标认同
一派荒烟蔓草; 工业遗迹风拉满,,,,路线清晰（铁路终点）,已停航废弃; 不再具备实用功能,有历史感; 独特; 粗糙,压抑; 怀旧; 沉闷,怀旧; 有故事; 有历史感
文艺; 历史感强; 保存完整,,,,布局清晰; 功能分区明确,部分区域仍用于货运; 配套设施完善,有设计感; 精致; 协调; 干净; 有文化氛围,有历史感; 有文化底蕴; 宁静/庄重,承载重大历史事件; 有象征意义; 有回忆价值
,,,,,,,,
光影特别美; 凝固的电影场景; 古朴,仿佛能听见上世纪的汽笛声,石板路质感,,布局清晰，容易辨识主要景点,作为文化遗址和拍照地点功能良好，但交通可达性一般,精致; 有设计感; 协调; 有历史感,怀旧; 宁静; 有氛围感; 文艺,承载历史记忆; 有文化底蕴; 有象征意义
开阔,,,,清晰/易导航,安全; 视野好,有设计感; 宏伟,宁静/放松,有历史感; 有文化记忆
最美,,,,路线清晰,适合摄影创作,有设计感; 出片,复古氛围感; 有故事,怀旧; 有历史感; 有文化底蕴
超级漂亮,,,,路线清晰（从浦口码头到中山码头）,价格实惠（2元轮渡）；半日行程合理,漂亮; 有历史感; 有文艺氛围,放松; 宁静; 文艺; 放慢节奏,朱自清《背影》文学联想; 民国历史感; 文化遗产价值
风景很好; 晚上氛围不错; 江景开阔; 夜色萧瑟,,步行约2公里; 城墙较长; 天黑后有点害怕,老卤面汤很香,路线清晰; 一度怀疑走错路,人少; 拍照自由; 地铁有座; 开车不堵; 景点花费低; 不需预约,风景不错; 晚上氛围好; 城墙喵星人可爱,清净; 安静; 人迹罕至; 害怕,朱自清《背影》场景; 南京条约历史意义; 江南四大名楼之一
,,,,,,,,
很美好,江涛声,舒服; 吹吹晚风,,路线清晰,座椅充足; 方便休息,好看; 有历史感,放松; 浪漫; 宁静,有历史感; 怀旧
文艺的; 复古风; 文艺小清新; 黑白相间设计; 斑驳锈迹,哐哧哐哧的声音,,,路线清晰（从入口到各个展示区）,适合拍照打卡; 有历史故事; 有展示功能,文艺的; 复古风; 出片率高; 有设计感; 有历史厚重感,怀旧; 有氛围感; 沉静; 有历史感,有历史感; 怀旧; 有文化底蕴; 有故事
,,冷,,,,,,
,,,,,,,,
,,骑行走热快（气温高）,,路线清晰（提供路书编号和导航说明）,轮渡运营时间明确；补给点充足；停车便利；公共厕所配备完善,骑行路况良好、有趣味性,,老山为南京最大国家级森林公园，具有生态意义
,,,,,临时封闭通知,,,
萧瑟感; 初夏做成深秋,涛声依旧,,,作为打卡胜地具有明确方向性,适合拍照打卡,废铁风; 历史荣光; 不可多得; 很适合,怀旧; 萧瑟; 荣耀感,历史感; 城北文化记忆; 铁路运输变迁
,,,,,,,,
郁郁葱葱; 斑驳; 很适合拍摄,,吹着江风,,路线清晰（3km步行路线）,轮渡服务完善（每半小时一班）,复古工业风; 出片; 有历史感; 民国特色,历史厚重感; 沧桑感; 有文化氛围,与南京条约、洋务运动等重大历史事件相关; 朱自清《背影》文学联想; 有历史故事性
外观简洁大方; 布局合理,,,,功能分区明确; 步行可达,建筑技术先进; 设备先进; 得到较好保护,兼具实用性与美观性; 中西融合风格,庄重; 历史感强,中国近现代医疗史见证; 南京历史文化组成部分; 抗战救护记忆; 淞沪抗战关联; 日本侵略见证
,,,,路线清晰（从宝塔桥玻璃栈道到浦口火车站）,整体时间规划合理（3.5-4小时）; 景点间距适中（1-1.5公里）; 过江轮渡购票方便,推荐冬季夕阳观赏时间,,历史感（老式火车头、绿皮车厢、轮渡旧址）
超出片; 氛围感,,,,路线清晰（列表形式）,适合情侣约会; 可避开人潮,有氛围感; 出片,浪漫; 有趣,节日约会场景
美美的,,,,路线清晰（从中山码头到浦口码头）,票价便宜；每半小时一班；自行车可上船；甲板二层和三层不同选择,浪漫; 出片,浪漫; 有氛围感,2块钱的浪漫
开阔,,,,路线清晰（三号线上元门出）,方便到达（可打车）,小众; 宁静,宁静; 放松,对比武汉长江大桥
,,,,路线清晰（从中山码头经轮渡至浦口码头）,轮渡价格低廉（2元）; 交通连接性强,有文化底蕴; 有历史感,文艺; 怀旧,文学关联（朱自清《背影》）; 影视关联（《情深深雨蒙蒙》）
好看; 完全不一样; 蓝调; 暖橘色暖光; 出片very feel,,风大,,清晰/易于导航,方便; 适合拍照打卡,有设计感; 精致; 协调,浪漫; 有氛围感; 放松,熟悉; 有现代感
色泽鲜艳; 散文氛围,,,,有明确游览线路,商业味儿不重但能满足消费需求,文艺; 有设计感; 协调,有文化氛围; 安静/宁静,有文化底蕴; 有故事; 有回忆; 有象征意义
,,,,路线清晰（从中山码头到浦口火车站）,轮渡服务价格低廉,,,《背影》文学记忆; 历史感
景色美; 出片; 很好看,,凉爽; 需要走路多; 防滑需求,,路线清晰; 市区景点交通便利,公交可达; 支付宝支付便捷; 设施配套齐全,出片; 有特色; 拍照点丰富,休闲放松; 有趣互动; 自然清新,文化体验; 土家族民俗; 城市地标
,,,,,靠近地铁5号线（50m）; 距离鼓楼滨江风光带近（100m）,,,
秒回经典场景; 文学氛围拉满; ins风街景; 绝美剪影; 出片,,,,路线清晰（轮渡时间表）,2元轮渡服务; 时间安排明确; 拍照指引详细,有设计感; 精致; 有历史感; 文艺; 浪漫; 有故事,有氛围感; 怀旧; 文艺; 有活力,文学记忆（《背影》）; 历史联想（百年铁轨）; 影视联想到《情深深雨濛濛》
,,,,,,,,
美到让人窒息; 绝美; 美美的江边大片,,风大; 湿滑的地面,,路线清晰（从下关火车主题公园沿江走到玻璃栈道）,栈道开放时间明确；最佳拍摄时间提示；提醒注意安全,出片; 有设计感; 精致; 协调,浪漫; 放松; 宁静,打破传统刻板印象; 有历史感; 新旧结合
,,,,,适合拍摄和观察江豚,,,
波光粼粼; 天蓝得很干净; 盛大的江上落日,,,,路线清晰; 发船时刻表明确,轮渡价格实惠(2元); 可选择不同楼层; 甲板视野好; 不需要身份证,浪漫; 出片; 有设计感,浪漫; 放松; 治愈,生活中的小确幸; 快速充电
,,,,,,,,有历史感; 有故事; 有文化底蕴; 有象征意义
太美了,,,,路线清晰（通过轮渡连接下关）,疫情期间部分开放; 可参观周边建筑,有设计感; 太美了; 民国风出片,有历史感; 有文化底蕴; 怀旧,近代铁路交通南北干线; 政治经济文化中转站; 工业遗产保护单位
醉我夕阳; 樱花慢慢舞蹈,,,花香,路线清晰（从中山码头到浦口码头）,,有氛围感; 出片; 有设计感; 精致,浪漫; 放松; 有氛围感,有文化气息; 有人文与自然的结合
,,,,,,,,有历史感; 有文化底蕴; 有象征意义
,,,,,,,,
拍照很出片,,,,路线清晰; 游玩路线图明确,轮渡服务价格透明; 文创商品丰富; 盖章系统完善; 适合亲子活动,拍照很出片; 江豚周边可爱,有历史感; 有童趣; 放松,老浦口记忆; 历史火车站; 江豚保护教育意义
好看; 绚烂,烟花声音,风很凉爽,,路线清晰（大马路街区）,停车场方便; 游玩时间适中,有设计感; 有历史感,怀旧; 有氛围感,有回忆; 怀旧; 有故事
有很多可以拍照的地方,,江风吹拂舒服,,路线清晰（看指示牌步行直达）,轮渡半小时一趟；轮渡最晚一班19:00；排队有序,近代建筑风貌有美感,适合citywalk; 有文化氛围（联系《背影》）,朱自清《背影》文学联想
网红打卡; 出片; 桥景漂亮; 江景好看; 亮灯夜景美; 河水交汇颜色独特,,天气很好,美味小吃,路线清晰; 导航明确; 提供详细交通指引,免费开放; 设施齐全（帐篷、吊床等）; 提供餐饮选择; 错峰建议实用,网红打卡; 出片; 亮灯夜景美; 桥设计现代,适合遛娃; 家庭友好; 放松休闲,亲子时光; 节假日活动; 小众打卡地
铺展开历史的画卷; 红砖白墙; 砖红色与深绿色搭配,仿佛能听见历史的回声,,,路线清晰（从南京市中心到浦口火车站）,交通便利，可通过多种方式抵达,有设计感; 文艺气息浓厚; 有历史感; 有故事,宁静; 回忆感; 沉浸式体验,有历史感; 有文化底蕴; 有故事; 怀旧; 有回忆
壮观,,,,导航坐标明确（江苏省南京市鼓楼区江山路6号）,终点有收费停车场,壮观; 新金陵四十八景之一,具有历史感; 有标志性,标志着中国辉煌的起点; 承载一代中国人的梦想; 不可移动文物; 吉尼斯世界纪录
出片; 有设计感,,,,,高水准; 专业平台,有设计感; 出片; 高品质,文艺; 独特,有历史感; 有文化底蕴
,,,,,,,,
震撼的美; 镜头无法拍出她的美; 波光粼粼,火车轰鸣,,,空间布局清晰可辨识（大桥、玻璃栈道、江面）,适合观景和拍照,震撼的美; 浪漫; 美丽; 有设计感,浪漫; 震撼; 宁静中带活力,南京人的lalaland（精神象征）
英式风格; 三层楼建筑,,,,路线清晰（通过渡轮连接）,基本交通功能完善（2元渡轮服务）,有设计感; 历史建筑美感,有故事; 有氛围感; 怀旧,有历史感; 有文化底蕴; 有回忆; 文艺
